n_samples,prompt_strategy,sentences_per_prompt,overlap,paper_id,total_triples,unique_s,unique_p,unique_o,bad_triples
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.1000451,31.0,14.0,30.0,31.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.0040415,16.0,13.0,14.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.1001569,27.0,18.0,23.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.2003703,22.0,5.0,21.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.1000124,28.0,16.0,23.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.0030176,15.0,13.0,14.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.0030283,27.0,13.0,23.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.2000862,28.0,11.0,20.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.2000735,59.0,17.0,39.0,48.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.0030007,26.0,14.0,22.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.1002352,64.0,33.0,46.0,52.0,3.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.1001853,59.0,41.0,53.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.1000144,18.0,8.0,14.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.0040431,20.0,6.0,16.0,6.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.0060072,28.0,14.0,19.0,20.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.1001675,22.0,9.0,19.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,7.0,10.1371/journal.pbio.0030038,38.0,22.0,29.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1002198,37.0,21.0,29.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001127,19.0,18.0,16.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0050254,49.0,18.0,37.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0060159,26.0,23.0,24.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001555,35.0,24.0,30.0,34.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040072,13.0,9.0,13.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0060202,32.0,16.0,26.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030386,16.0,10.0,15.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040157,31.0,6.0,14.0,24.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001251,27.0,19.0,23.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030079,18.0,14.0,14.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0050177,47.0,26.0,34.0,41.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030339,29.0,11.0,24.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001046,17.0,2.0,16.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.3002176,30.0,14.0,28.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020363,22.0,7.0,15.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001234,55.0,32.0,37.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2001402,44.0,18.0,36.0,39.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020294,18.0,10.0,13.0,16.0,2.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0000042,18.0,13.0,17.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2005143,22.0,17.0,21.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020442,18.0,18.0,14.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020106,33.0,23.0,27.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1002593,21.0,14.0,19.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020097,20.0,9.0,12.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0050138,45.0,23.0,34.0,41.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020312,33.0,23.0,33.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040379,29.0,8.0,11.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0060280,68.0,22.0,58.0,63.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1002564,28.0,13.0,23.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040204,16.0,3.0,13.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0060301,64.0,23.0,40.0,48.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001041,33.0,5.0,23.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040140,15.0,3.0,9.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030380,17.0,7.0,6.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2006352,29.0,19.0,25.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000536,38.0,10.0,31.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.3000970,34.0,18.0,25.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001518,58.0,21.0,48.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000313,42.0,12.0,34.0,41.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040088,26.0,13.0,18.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0060079,54.0,32.0,45.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001293,56.0,23.0,44.0,45.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0050077,74.0,43.0,67.0,62.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000582,59.0,17.0,46.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0050184,28.0,10.0,17.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0050008,31.0,22.0,23.0,28.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030085,15.0,9.0,9.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040286,33.0,7.0,24.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0000005,24.0,6.0,22.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020329,15.0,12.0,15.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000285,15.0,10.0,12.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030422,25.0,9.0,12.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0050310,36.0,18.0,24.0,31.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000298,59.0,17.0,47.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000506,51.0,40.0,43.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0050157,49.0,33.0,40.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001247,39.0,21.0,29.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000564,17.0,6.0,11.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030157,36.0,31.0,33.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030092,18.0,8.0,15.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030045,18.0,2.0,14.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.3001358,24.0,6.0,10.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020057,12.0,5.0,8.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0000045,29.0,9.0,26.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001135,22.0,13.0,18.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0060014,56.0,24.0,51.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2001104,42.0,19.0,29.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001613,55.0,20.0,42.0,50.0,2.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020340,28.0,11.0,21.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020421,14.0,5.0,14.0,12.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0020424,24.0,9.0,23.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2000106,13.0,9.0,11.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2002266,52.0,22.0,31.0,31.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030170,34.0,11.0,12.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2003648,12.0,8.0,12.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0060025,23.0,17.0,17.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001823,33.0,19.0,29.0,32.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000131,65.0,45.0,55.0,52.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040360,22.0,16.0,15.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030314,11.0,8.0,11.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040309,18.0,13.0,18.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001871,21.0,19.0,15.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000451,22.0,9.0,20.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040415,11.0,11.0,11.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001569,78.0,34.0,51.0,55.0,8.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2003703,18.0,9.0,16.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000124,29.0,11.0,23.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030176,19.0,13.0,15.0,17.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030283,48.0,17.0,43.0,44.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2000862,44.0,24.0,34.0,39.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.2000735,46.0,21.0,37.0,44.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030007,28.0,11.0,22.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1002352,77.0,42.0,59.0,64.0,3.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001853,67.0,36.0,56.0,57.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1000144,35.0,12.0,22.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0040431,24.0,17.0,22.0,16.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0060072,44.0,22.0,35.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.1001675,13.0,6.0,10.0,11.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,9.0,8.0,10.1371/journal.pbio.0030038,24.0,12.0,23.0,23.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1002198,16.0,6.0,11.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001127,16.0,16.0,11.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0050254,23.0,2.0,14.0,23.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0060159,12.0,12.0,11.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001555,15.0,14.0,14.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040072,11.0,5.0,10.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0060202,12.0,5.0,10.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030386,8.0,5.0,8.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040157,10.0,3.0,10.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001251,8.0,6.0,7.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030079,10.0,7.0,8.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0050177,0.0,0.0,0.0,0.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030339,9.0,2.0,9.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001046,9.0,2.0,9.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.3002176,11.0,8.0,11.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020363,16.0,6.0,10.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001234,16.0,16.0,7.0,4.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.2001402,14.0,7.0,12.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020294,11.0,7.0,11.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0000042,5.0,3.0,5.0,5.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.2005143,19.0,5.0,19.0,19.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020442,16.0,3.0,8.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020106,17.0,14.0,16.0,17.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1002593,10.0,6.0,10.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020097,19.0,11.0,12.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0050138,13.0,9.0,13.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020312,10.0,3.0,10.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040379,8.0,4.0,7.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0060280,24.0,9.0,19.0,23.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1002564,7.0,6.0,6.0,7.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040204,8.0,3.0,8.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0060301,27.0,11.0,14.0,22.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001041,16.0,3.0,14.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040140,9.0,3.0,6.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030380,8.0,2.0,5.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.2006352,18.0,12.0,15.0,18.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1000536,9.0,3.0,8.0,7.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.3000970,15.0,8.0,8.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001518,17.0,3.0,10.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1000313,13.0,1.0,13.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040088,13.0,2.0,12.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0060079,20.0,11.0,20.0,20.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001293,11.0,3.0,10.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0050077,12.0,2.0,10.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1000582,9.0,2.0,9.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0050184,7.0,2.0,2.0,4.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0050008,15.0,9.0,11.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030085,9.0,4.0,7.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040286,32.0,1.0,7.0,32.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0000005,19.0,1.0,16.0,19.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020329,6.0,5.0,6.0,6.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1000285,16.0,8.0,10.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030422,8.0,2.0,7.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0050310,17.0,1.0,6.0,17.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1000298,14.0,7.0,14.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1000506,19.0,3.0,18.0,19.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0050157,9.0,9.0,8.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001247,10.0,10.0,6.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1000564,15.0,10.0,14.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030157,12.0,9.0,9.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030092,8.0,2.0,7.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030045,9.0,2.0,7.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.3001358,12.0,4.0,6.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020057,9.0,4.0,6.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0000045,14.0,2.0,14.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001135,12.0,9.0,9.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0060014,24.0,13.0,22.0,21.0,1.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.2001104,18.0,9.0,14.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001613,15.0,7.0,11.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020340,0.0,0.0,0.0,0.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020421,6.0,3.0,6.0,6.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0020424,4.0,3.0,4.0,4.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.2000106,16.0,10.0,16.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.2002266,25.0,8.0,20.0,23.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030170,19.0,8.0,10.0,15.0,3.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.2003648,12.0,8.0,10.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0060025,5.0,1.0,5.0,5.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1001823,13.0,8.0,13.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.1000131,23.0,21.0,22.0,23.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040360,11.0,9.0,11.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0030314,6.0,2.0,5.0,6.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,10.0,0.0,10.1371/journal.pbio.0040309,19.0,12.0,19.0,19.0,0.0
